commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
cf811800078,skip,not user facing,allow `SubConfigProxy` of arbitrary depth (#133418),torch/utils/_config_module.py,https://github.com/pytorch/pytorch/pull/133418,nmacchioni,oulgen,,,
6f51782a591,dynamo,not user facing,Add comptime.sleep (#133362),test/dynamo/test_comptime.py torch/_dynamo/comptime.py,https://github.com/pytorch/pytorch/pull/133362,oulgen,jamesjwu,,,
63e5b092184,distributed,not user facing,Add unit test for asymmetric compilation (#133363),test/distributed/test_dynamo_distributed.py,https://github.com/pytorch/pytorch/pull/133363,oulgen,jamesjwu,,,
6980e9e569f,inductor,Untopiced,[AOTI] Disable split_cat_aten passes (#133014),torch/_inductor/fx_passes/pre_grad.py,https://github.com/pytorch/pytorch/pull/133014,huxintong,frank-wei,,,
bedf96d7ffe,inductor,Untopiced,[AOTI] Switch fbcode HIP to C shim version v2 (#133105),torch/_inductor/config.py,https://github.com/pytorch/pytorch/pull/133105,desertfire,ColinPeppler,zoranzhao,,
86cb24e6ebf,devx,not user facing,[CI] Change inductor-perf-test-nightly naming (#131476),.github/workflows/inductor-perf-test-nightly.yml .github/workflows/upload-torch-dynamo-perf-stats.yml,https://github.com/pytorch/pytorch/pull/131476,desertfire,huydhn,zou3519,,
2e8c1be9478,skip,not user facing,Update date for 2.5 in RELEASE.md (#133503),RELEASE.md,https://github.com/pytorch/pytorch/pull/133503,kit1980,atalman,,,
c0be0105c76,releng,not user facing,[aarch64] Replace OpenBLAS with NVPL in cuda arm docker (#132811),.ci/docker/common/install_nvpl.sh .ci/docker/manywheel/Dockerfile_cuda_aarch64,https://github.com/pytorch/pytorch/pull/132811,tinglvv,atalman,,,
44eaef46d02,distributed (checkpoint),bug fixes,[DCP] Fix meta tensor loading (#133256),test/distributed/checkpoint/test_tp_checkpoint.py torch/distributed/checkpoint/planner_helpers.py,https://github.com/pytorch/pytorch/pull/133256,wz337,fegin,,,
3fc9ee5a319,distributed,not user facing,[DeviceMesh] Directly retrieve flattened mesh if already created (#133195),test/distributed/test_device_mesh.py torch/distributed/device_mesh.py,https://github.com/pytorch/pytorch/pull/133195,wz337,fegin,wanchaol,,
d8c494910bc,releng,not user facing,[EZ] Enable explicitly opting into the old Linux Amazon 2 ami - Pt 1 (#133469),.github/lf-canary-scale-config.yml .github/lf-scale-config.yml,https://github.com/pytorch/pytorch/pull/133469,ZainRizvi,clee2000,,,
3965f118376,inductor,Untopiced,Minor type annotation updates following up D60954888 (#133382),torch/_inductor/codegen/common.py torch/_inductor/codegen/debug_utils.py torch/_inductor/codegen/simd.py,https://github.com/pytorch/pytorch/pull/133382,YUNQIUGUO,ColinPeppler,,,
7a74294786e,skip,not user facing,[sparse] enable meta tests (#133379),test/test_sparse.py,https://github.com/pytorch/pytorch/pull/133379,aartbik,ezyang,,,
6d4287419cc,onnx,not user facing,[ONNX] Disable op_level_debug tests (#133485),test/onnx/dynamo/test_dynamo_with_onnxruntime_backend.py test/onnx/onnx_test_common.py test/onnx/pytorch_test_common.py test/onnx/test_fx_op_consistency.py test/onnx/test_fx_to_onnx.py test/onnx/test_fx_to_onnx_with_onnxruntime.py,https://github.com/pytorch/pytorch/pull/133485,justinchuby,titaiwangms,,,
dcdb25453e0,skip,Untopiced,Make FX Graph Cache work with distributed training (#133374),test/distributed/test_dynamo_distributed.py torch/_inductor/codecache.py torch/_inductor/compile_fx.py torch/_inductor/config.py,https://github.com/pytorch/pytorch/pull/133374,oulgen,ezyang,,,
8676401707f,mps,improvements,[MPS] Enable MPS mm from macOS >= 14.4 (#133494),aten/src/ATen/mps/MPSDevice.mm aten/src/ATen/native/mps/operations/LinearAlgebra.mm,https://github.com/pytorch/pytorch/pull/133494,DenisVieriu97,malfet,,,
c2b2969b5da,skip,not user facing,made some args optional in create_mask (#133413),torch/nn/attention/flex_attention.py,https://github.com/pytorch/pytorch/pull/133413,Chillee,drisspg,yanboliang,,
1120b5ab55b,skip,Untopiced,"Revert ""[CI] Change inductor-perf-test-nightly naming (#131476)""",.github/workflows/inductor-perf-test-nightly.yml .github/workflows/upload-torch-dynamo-perf-stats.yml,,,,,,
8624a571b4e,skip,not user facing,[Inductor][CPP] Support vectorization of remainder (#129849),aten/src/ATen/cpu/vec/functional_base.h aten/src/ATen/native/cpu/BinaryOpsKernel.cpp test/inductor/test_cpu_repro.py torch/_inductor/codegen/cpp.py,https://github.com/pytorch/pytorch/pull/129849,leslie-fang-intel,jgong5,lezcano,,
448d54ee929,skip,not user facing,AutoHeuristic: instructions (#132894),torchgen/_autoheuristic/README.md,https://github.com/pytorch/pytorch/pull/132894,AlnisM,Chillee,,,
7eb31e5023f,skip,not user facing,Add cache timings info to tlparse (#133504),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/133504,oulgen,jamesjwu,,,
c88174df957,inductor,Untopiced,typing for remote_cache (#133446),torch/_inductor/remote_cache.py torch/_inductor/runtime/triton_heuristics.py,https://github.com/pytorch/pytorch/pull/133446,aorenste,oulgen,,,
e6272acaec6,skip,not user facing,C++ network flow implementation in c10 (#132188),c10/test/util/NetworkFlow_test.cpp c10/util/NetworkFlow.cpp c10/util/NetworkFlow.h,https://github.com/pytorch/pytorch/pull/132188,davidberard98,Chillee,,,
cf1fc07bd44,distributed,Untopiced,[DTensor][Easy] Minor fix to Partial Placement Docstring (#133149),torch/distributed/_tensor/placement_types.py,https://github.com/pytorch/pytorch/pull/133149,wz337,XilunWu,tianyu-l,,
b6335cfeab1,inductor,not user facing,Add an option to use do_bench_using_profiling in TORCHINDUCTOR_PROFILE (#133523),torch/_inductor/codegen/triton.py torch/_inductor/config.py torch/_inductor/runtime/triton_heuristics.py,https://github.com/pytorch/pytorch/pull/133523,y-sq,nmacchioni,,,
b0fc6aa412a,linalg_frontend,Untopiced,fix a typo in the householder_product docs (#124279),torch/linalg/__init__.py,https://github.com/pytorch/pytorch/pull/124279,melnikovsky,lezcano,,,
142353eca3c,skip,not user facing,AutoHeuristic: util scripts (#133409),torchgen/_autoheuristic/benchmark_runner.py torchgen/_autoheuristic/collect_data.sh torchgen/_autoheuristic/generate_heuristic.sh torchgen/_autoheuristic/merge_data.py torchgen/_autoheuristic/requirements.txt,https://github.com/pytorch/pytorch/pull/133409,AlnisM,Chillee,,,
f32a9e953fe,skip,not user facing,AutoHeuristic: mixed_mm documentation (#133410),torchgen/_autoheuristic/mixed_mm/README.md torchgen/_autoheuristic/mixed_mm/gen_data_mixed_mm.py torchgen/_autoheuristic/mixed_mm/generate_heuristic_mixedmm.sh,https://github.com/pytorch/pytorch/pull/133410,AlnisM,Chillee,,,
9876aa39c02,skip,not user facing,AutoHeuristic: pad_mm documentation (#133411),torchgen/_autoheuristic/pad_mm/README.md torchgen/_autoheuristic/pad_mm/generate_heuristic_pad_mm.sh,https://github.com/pytorch/pytorch/pull/133411,AlnisM,Chillee,,,
bbddde311a6,releng,not user facing,Migrate inductor jobs to runner determinator (#133457),.github/workflows/inductor.yml,https://github.com/pytorch/pytorch/pull/133457,zxiiro,ZainRizvi,,,
32d890745dd,skip,Untopiced,"Revert ""Add cache timings info to tlparse (#133504)""",torch/_inductor/codecache.py,,,,,,
07adae3dac8,skip,Untopiced,"Revert ""Make FX Graph Cache work with distributed training (#133374)""",test/distributed/test_dynamo_distributed.py torch/_inductor/codecache.py torch/_inductor/compile_fx.py torch/_inductor/config.py,,,,,,
59e33cd1f4e,skip,Untopiced,[FSDP2] Set `ctx.set_materialize_grads(False)` for post-backward (#133498),torch/distributed/_composable/fsdp/_fsdp_param_group.py,https://github.com/pytorch/pytorch/pull/133498,awgu,weifengpy,,,
ec49ce5f8ee,cuda,Untopiced,[CUDA]: Add frexp CUDA bfloat16 support (#133313),aten/src/ATen/native/cuda/UnaryOpsKernel.cu torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/133313,Skylion007,eqy,ezyang,,
a6ad834fa8b,skip,not user facing,Fix counting execution time in run_test.py (#133199),test/run_test.py,https://github.com/pytorch/pytorch/pull/133199,zeshengzong,clee2000,,,
57d1ffc5125,onnx,not user facing,Ignore `torch.onnx._internal` in `test_circular_dependencies` (#133110),test/test_testing.py,https://github.com/pytorch/pytorch/pull/133110,justinchuby,malfet,titaiwangms,,
758a0a88a2b,releng,not user facing,[BE][Easy] enable `ruff` rule `PIE790`: unnecessary `pass` statement (#133200),.github/scripts/gitutils.py benchmarks/functional_autograd_benchmark/torchvision_models.py pyproject.toml test/cpp/jit/tests_setup.py test/distributed/_composable/test_replicate_with_compiler.py test/distributed/elastic/rendezvous/rendezvous_backend_test.py test/distributed/fsdp/test_fsdp_comm_hooks.py test/distributed/test_c10d_gloo.py test/export/test_converter.py test/inductor/test_compiled_autograd.py test/inductor/test_flex_attention.py test/inductor/test_group_batch_fusion.py test/inductor/test_perf.py test/jit/test_backends.py test/jit/test_class_type.py test/jit/test_module_interface.py test/scripts/cuda_memcheck_common.py test/test_autograd.py test/test_mobile_optimizer.py test/test_tensorexpr_pybind.py test/test_testing.py tools/linter/adapters/flake8_linter.py tools/testing/target_determination/heuristics/interface.py torch/_awaits/__init__.py torch/_dynamo/debug_utils.py torch/_dynamo/decorators.py torch/_dynamo/repro/after_aot.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/dicts.py torch/_dynamo/variables/misc.py torch/_export/passes/replace_with_hop_pass_util.py torch/_export/verifier.py torch/_functorch/_aot_autograd/autograd_cache.py torch/_inductor/autoheuristic/autoheuristic.py torch/_inductor/codecache.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/wrapper.py torch/_inductor/cudagraph_trees.py torch/_inductor/fx_passes/group_batch_fusion.py torch/_inductor/virtualized.py torch/_lobpcg.py torch/_meta_registrations.py torch/ao/ns/_numeric_suite.py torch/ao/ns/fx/graph_matcher.py torch/ao/quantization/fx/_model_report/detector.py torch/ao/quantization/fx/quantize_handler.py torch/ao/quantization/quantizer/quantizer.py torch/ao/quantization/utils.py torch/autograd/forward_ad.py torch/autograd/gradcheck.py torch/backends/_nnapi/prepare.py torch/cuda/_sanitizer.py torch/distributed/_shard/sharder.py torch/distributed/_shard/sharding_plan/api.py torch/distributed/_shard/sharding_spec/api.py torch/distributed/_tensor/_op_schema.py torch/distributed/_tensor/ops/_view_ops.py torch/distributed/_tools/fsdp2_mem_tracker.py torch/distributed/_tools/mem_tracker.py torch/distributed/algorithms/join.py torch/distributed/benchmarks/benchmark_ddp_rpc.py torch/distributed/checkpoint/filesystem.py torch/distributed/checkpoint/planner.py torch/distributed/checkpoint/staging.py torch/distributed/checkpoint/storage.py torch/distributed/distributed_c10d.py torch/distributed/elastic/multiprocessing/api.py torch/distributed/elastic/timer/api.py torch/distributed/rpc/backend_registry.py torch/fx/experimental/symbolic_shapes.py torch/fx/operator_schemas.py torch/fx/passes/infra/pass_base.py torch/fx/passes/net_min_base.py torch/jit/__init__.py torch/jit/_recursive.py torch/jit/supported_ops.py torch/mtia/__init__.py torch/nn/utils/prune.py torch/onnx/_internal/_exporter_legacy.py torch/onnx/errors.py torch/optim/optimizer.py torch/package/importer.py torch/package/package_exporter.py torch/testing/_internal/distributed/fake_pg.py torch/testing/_internal/distributed/rpc/rpc_agent_test_fixture.py torch/utils/_sympy/functions.py torch/utils/data/datapipes/datapipe.py,https://github.com/pytorch/pytorch/pull/133200,XuehaiPan,eqy,kit1980,malfet,
dd6ce2fe7c6,inductor,not user facing,Restore mixed dtypes GEMM auto-tuning for Ampere (#129058),test/inductor/test_cutlass_backend.py torch/_inductor/codegen/cuda/gemm_template.py torch/_inductor/kernel/bmm.py torch/_inductor/kernel/mm.py,https://github.com/pytorch/pytorch/pull/129058,alexsamardzic,kadeng,,,
a75248528f1,dynamo,Untopiced,[export] refactor _process_dynamic_shapes (#133391),test/dynamo/test_export.py torch/_dynamo/eval_frame.py torch/_export/non_strict_utils.py torch/export/dynamic_shapes.py,https://github.com/pytorch/pytorch/pull/133391,pianpwk,avikchaudhuri,,,
fc5aa24a6e9,nn_frontend,docs,Rewording doc string for clip_grad_norm_ (#133406),torch/nn/utils/clip_grad.py,https://github.com/pytorch/pytorch/pull/133406,akshay-raj-dhamija,mikaylagawarecki,,,
7470ae85e4b,inductor,Untopiced,Fix triton codegen with math.trunc (#133354),test/inductor/test_torchinductor.py torch/_inductor/codegen/halide.py torch/_inductor/codegen/triton.py,https://github.com/pytorch/pytorch/pull/133354,isuruf,ezyang,jansel,,
3434a54fba5,distributed,Untopiced,[CP] Rewrite ring attention backward algorithm and enablement APIs (#131351),test/distributed/_tensor/test_attention.py torch/distributed/_tensor/experimental/attention.py torch/distributed/_tensor/ops/_matrix_ops.py torch/distributed/distributed_c10d.py,https://github.com/pytorch/pytorch/pull/131351,fegin,wanchaol,,,
c23dceb8f17,optim,performance,Add Adafactor foreach impl (#132336),test/test_optim.py torch/optim/_adafactor.py torch/testing/_internal/common_optimizers.py,https://github.com/pytorch/pytorch/pull/132336,janeyx99,albanD,,,
018e48c3370,Uncategorized,Untopiced,[Reland] Add wrappers for synchronous GPUDirect Storage APIs (#133489),CMakeLists.txt build_variables.bzl caffe2/CMakeLists.txt cmake/Dependencies.cmake cmake/Modules/FindCUDAToolkit.cmake cmake/Summary.cmake cmake/public/cuda.cmake docs/source/cuda.rst setup.py test/test_cuda.py third_party/cuda.BUILD torch/CMakeLists.txt torch/_C/__init__.pyi.in torch/__init__.py torch/csrc/cuda/GdsFile.cpp torch/csrc/cuda/GdsFile.h torch/csrc/cuda/Module.cpp torch/cuda/__init__.py torch/cuda/gds.py,https://github.com/pytorch/pytorch/pull/133489,mikaylagawarecki,albanD,,,
a7c6e30a3ff,distributed,Untopiced,[c10d][ez] Add space between PG ID and PG UID (#133497),torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp,https://github.com/pytorch/pytorch/pull/133497,fduwjj,shengbao-zheng,wz337,,
2236194c6b7,skip,not user facing,[traced-graph][sparse] cleanup test guards (#133375),test/export/test_sparse.py,https://github.com/pytorch/pytorch/pull/133375,aartbik,ezyang,,,
d3b458e6032,Uncategorized,Untopiced,[export] Do not use export.export for `capture_pre_autograd_graph` (#133370),torch/_export/__init__.py,https://github.com/pytorch/pytorch/pull/133370,yushangdi,tugsbayasgalan,,,
cfec69e2a1f,skip,Untopiced,"Revert ""Update fused kernels and call _safe_softmax from SDPA (#131863)""",aten/src/ATen/native/cpu/FlashAttentionKernel.cpp aten/src/ATen/native/native_functions.yaml aten/src/ATen/native/nested/NestedTensorBinaryOps.cpp aten/src/ATen/native/transformers/attention.cpp aten/src/ATen/native/transformers/cuda/mem_eff_attention/epilogue/epilogue_rescale_output.h aten/src/ATen/native/transformers/cuda/mem_eff_attention/kernel_forward.h test/functorch/test_ops.py test/test_nn.py test/test_transformers.py tools/autograd/derivatives.yaml torch/csrc/autograd/FunctionsManual.cpp torch/csrc/autograd/FunctionsManual.h torch/testing/_internal/common_methods_invocations.py,,,,,,
5ec9c0bc4a9,fx,Untopiced,Fix `linearize(grad(...))` call (#133364),test/functorch/test_eager_transforms.py torch/_functorch/eager_transforms.py torch/fx/experimental/const_fold.py,https://github.com/pytorch/pytorch/pull/133364,guilhermeleobas,zou3519,,,
59b3f5911dc,jit,not user facing,[sigmoid] Support custom obj deserialization. (#133463),torch/_C/__init__.pyi.in torch/csrc/jit/python/script_init.cpp torch/csrc/jit/serialization/pickle.cpp torch/csrc/jit/serialization/pickle.h,https://github.com/pytorch/pytorch/pull/133463,zhxchen17,ydwu4,,,
546c53b7849,releng,not user facing,Bump max runners for linux.24xlarge to 500 (#133569),.github/lf-canary-scale-config.yml .github/lf-scale-config.yml,https://github.com/pytorch/pytorch/pull/133569,jeanschmidt,ZainRizvi,,,
41d6cabca1b,distributed,Untopiced,[c10d]Control logging c++ traces with a flag (#133490),torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.hpp,https://github.com/pytorch/pytorch/pull/133490,c-p-i-o,fduwjj,,,
4aa66f68a80,skip,not user facing,[CUDA][CUTLASS][submodule] Fixes for CUTLASS upgrade (#131493),aten/src/ATen/native/cuda/MixedDtypesLinear.cu aten/src/ATen/native/cuda/RowwiseScaledMM.cu aten/src/ATen/native/sparse/cuda/ComputeSparseTile.h aten/src/ATen/native/sparse/cuda/SparseSemiStructuredLinear.cu aten/src/ATen/native/sparse/cuda/SparseSemiStructuredOps.cu aten/src/ATen/native/transformers/cuda/flash_attn/flash_bwd_preprocess_kernel.h aten/src/ATen/native/transformers/cuda/flash_attn/flash_fwd_kernel.h third_party/cutlass torch/_inductor/codegen/cuda/cutlass_utils.py,https://github.com/pytorch/pytorch/pull/131493,eqy,Skylion007,,,
27538671ae6,skip,not user facing,Enable clang-tidy coverage on torch/*.h (#133422),.lintrunner.toml torch/custom_class.h torch/custom_class_detail.h torch/library.h,https://github.com/pytorch/pytorch/pull/133422,cyyever,Skylion007,albanD,,
dff388491bb,nn_frontend,docs,Fix docs for L1Loss and MSELoss (#133501),torch/nn/modules/loss.py,https://github.com/pytorch/pytorch/pull/133501,5trobl,mikaylagawarecki,,,
7673ee54563,releng,not user facing,remove  benchmarks/__init__.py  (#133390),.ci/pytorch/test.sh benchmarks/__init__.py benchmarks/dynamo/pr_time_benchmarks/benchmark_runner.sh benchmarks/dynamo/pr_time_benchmarks/benchmarks/update_hint_benchmark.py benchmarks/operator_benchmark/benchmark_all_other_test.py benchmarks/operator_benchmark/benchmark_all_quantized_test.py benchmarks/operator_benchmark/benchmark_all_test.py benchmarks/operator_benchmark/pt/conv_test.py benchmarks/operator_benchmark/pt/embeddingbag_test.py benchmarks/operator_benchmark/pt/gather_test.py benchmarks/operator_benchmark/pt/index_select_test.py benchmarks/operator_benchmark/pt/linear_test.py benchmarks/operator_benchmark/pt/qatembedding_ops_test.py benchmarks/operator_benchmark/pt/qconv_test.py benchmarks/operator_benchmark/pt/qembedding_bag_lookups_test.py benchmarks/operator_benchmark/pt/qembeddingbag_test.py benchmarks/operator_benchmark/pt/qlinear_test.py,https://github.com/pytorch/pytorch/pull/133390,laithsakka,ezyang,kit1980,malfet,
5dfb22d4c85,inductor,not user facing,AutoHeuristic: tests (#133496),torch/_inductor/autoheuristic/artifacts/_MixedMMH100.py torch/_inductor/autoheuristic/artifacts/_PadMMA100.py torchgen/_autoheuristic/mixed_mm/get_mixedmm_dataset.sh torchgen/_autoheuristic/mixed_mm/test_mixed_mm.py torchgen/_autoheuristic/pad_mm/get_padmm_dataset.sh torchgen/_autoheuristic/pad_mm/test_pad_mm.py torchgen/_autoheuristic/test.sh torchgen/_autoheuristic/test_utils.py torchgen/_autoheuristic/train_regression.py,https://github.com/pytorch/pytorch/pull/133496,AlnisM,eellison,,,
99cf567714d,releng,not user facing,Make SCRIBE_GRAPHQL_ACCESS_TOKEN available to test jobs running on main (#133536),.github/workflows/_linux-test.yml test/run_test.py,https://github.com/pytorch/pytorch/pull/133536,ezyang,albanD,malfet,xuzhao9,
161cc137d21,distributed,not user facing,[DTensor] Add naive replicate strategy for aten.triu.default and aten.tril.default (#133545),test/distributed/_tensor/test_dtensor_ops.py torch/distributed/_tensor/ops/_math_ops.py,https://github.com/pytorch/pytorch/pull/133545,wz337,awgu,,,
cdf217cda17,releng,not user facing,Disable distributed nccl tests to unblock Amazon2023 ami upgrade (#133355),.github/workflows/pull.yml .github/workflows/trunk.yml test/distributed/test_c10d_nccl.py,https://github.com/pytorch/pytorch/pull/133355,ZainRizvi,kit1980,wconstab,,
09a489b177c,Uncategorized,Untopiced,Fix serialization for tensor list output (#133539),torch/_export/serde/serialize.py,https://github.com/pytorch/pytorch/pull/133539,SherlockNoMad,zhxchen17,,,
5f1470d45df,dynamo,Untopiced,[export] Add InterpreterModule to trace_rules (#132949),test/export/test_unflatten.py torch/_dynamo/trace_rules.py,https://github.com/pytorch/pytorch/pull/132949,angelayi,zhxchen17,,,
90d2593b3e8,dynamo,Untopiced,"Revert #132806, #132736, #132539, #132487 (#133570)",test/dynamo/test_exceptions.py test/dynamo/test_modules.py test/dynamo_expected_failures/PackedSequenceTest.test_pack_sequence test/inductor/test_cpu_select_algorithm.py torch/_dynamo/exc.py torch/_dynamo/guards.py torch/_dynamo/source.py torch/_dynamo/symbolic_convert.py torch/_dynamo/utils.py torch/_dynamo/variables/__init__.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/nn_module.py torch/_dynamo/variables/user_defined.py torch/_guards.py,https://github.com/pytorch/pytorch/pull/133570,ezyang,albanD,anijain2305,jansel,
86aa327e4af,distributed,Untopiced,[FSDP2] Added eager fast-path for fp32->bf16 param cast (#133369),torch/distributed/_composable/fsdp/_fsdp_collectives.py,https://github.com/pytorch/pytorch/pull/133369,awgu,weifengpy,,,
29c4b4ea5a2,Uncategorized,Untopiced,[executorch] Refactor delegation code (#132773),torch/_export/verifier.py,https://github.com/pytorch/pytorch/pull/132773,angelayi,cccclai,ydwu4,,
f347174d61f,Uncategorized,Untopiced,Hipify Pytorch3D (#133343),torch/utils/hipify/cuda_to_hip_mappings.py,https://github.com/pytorch/pytorch/pull/133343,jwfromm,houseroad,,,
413416cf335,inductor,Untopiced,[PT2] Consolidate args and kwargs usage in pre_grad passes (#133518),torch/_inductor/fx_passes/pre_grad.py,https://github.com/pytorch/pytorch/pull/133518,huxintong,frank-wei,,,
7ad3108ef2c,skip,not user facing,[CUTLASS][FP8] Skip scaled_mm rowwise test on sm89 (#133612),test/test_matmul_cuda.py,https://github.com/pytorch/pytorch/pull/133612,eqy,Skylion007,,,
0d2be06d94f,skip,Untopiced,[export] fix test for training ir migration (#133587),torch/ao/quantization/pt2e/port_metadata_pass.py,https://github.com/pytorch/pytorch/pull/133587,yushangdi,tugsbayasgalan,,,
c8ad5e37e84,Uncategorized,Untopiced,Fix all RuntimeErrors during weights_only load from being erroneously reported with the weights_only message (#132349),test/test_serialization.py torch/_weights_only_unpickler.py torch/serialization.py,https://github.com/pytorch/pytorch/pull/132349,mikaylagawarecki,albanD,,,
d9576c94404,distributed,Untopiced,Fix failures when default is flipped for weights_only (#127627),test/cpp_api_parity/module_impl_check.py test/distributed/_tensor/test_dtensor.py test/jit/test_torchbind.py test/nn/test_convolution.py test/nn/test_module_hooks.py test/nn/test_pruning.py test/quantization/bc/test_backward_compatibility.py test/quantization/core/test_quantized_module.py test/quantization/core/test_quantized_tensor.py test/quantization/fx/test_quantize_fx.py test/test_cpp_extensions_open_device_registration.py test/test_fx.py test/test_modules.py test/test_nn.py test/test_python_dispatch.py test/test_serialization.py test/test_subclass.py torch/_weights_only_unpickler.py torch/fx/graph_module.py torch/testing/_internal/common_nn.py torch/testing/_internal/common_quantization.py torch/testing/_internal/distributed/distributed_test.py,https://github.com/pytorch/pytorch/pull/127627,mikaylagawarecki,albanD,,,
8f7cf796eaa,autograd_frontend,not user facing,[14/N] Use std::optional  (#133417),aten/src/ATen/SavedTensorHooks.cpp test/cpp_extensions/open_registration_extension.cpp test/test_autograd.py tools/autograd/derivatives.yaml torch/csrc/inductor/aoti_eager/kernel_holder.cpp,https://github.com/pytorch/pytorch/pull/133417,cyyever,ezyang,,,
c22f51ce7c7,inductor,not user facing,[inductor][cpp][gemm] improve large bs perf with better cache blocking (#132729),test/inductor/test_cpu_select_algorithm.py torch/_inductor/codegen/cpp_gemm_template.py torch/_inductor/codegen/cpp_template_kernel.py torch/_inductor/config.py,https://github.com/pytorch/pytorch/pull/132729,jgong5,chunyuan-w,jansel,leslie-fang-intel,
929d2f82534,skip,not user facing,[3/N] Fix clang-tidy warnings in torch/csrc/autograd (#133389),torch/csrc/autograd/FunctionsManual.cpp torch/csrc/autograd/FunctionsManual.h torch/csrc/autograd/TraceTypeManual.cpp torch/csrc/autograd/engine.cpp torch/csrc/autograd/engine.h torch/csrc/autograd/profiler_python.cpp torch/csrc/autograd/python_engine.cpp torch/csrc/autograd/python_engine.h torch/csrc/autograd/python_variable.cpp torch/csrc/autograd/python_variable_indexing.cpp torch/csrc/autograd/utils/lambda_post_hook.h torch/csrc/autograd/variable.cpp torch/csrc/autograd/variable.h,https://github.com/pytorch/pytorch/pull/133389,cyyever,Skylion007,,,
add0f0085c4,skip,not user facing,AutoHeuristic: Support ranking/pruning choices (#131705),torchgen/_autoheuristic/ah_tree.py torchgen/_autoheuristic/train.py torchgen/_autoheuristic/train_decision.py torchgen/_autoheuristic/train_regression.py,https://github.com/pytorch/pytorch/pull/131705,AlnisM,eellison,,,
3a904d11631,inductor,not user facing,AutoHeuristic: Enable explicit support for ranking (#131710),torch/_inductor/autoheuristic/autoheuristic.py torch/_inductor/autoheuristic/learned_heuristic_controller.py torch/_inductor/autoheuristic/learnedheuristic_interface.py torch/_inductor/kernel/mm.py,https://github.com/pytorch/pytorch/pull/131710,AlnisM,eellison,,,
1653f7786dd,python_frontend,bug fixes,Fix type promotion for `ldexp` (#133519),aten/src/ATen/native/BinaryOps.cpp test/test_binary_ufuncs.py,https://github.com/pytorch/pytorch/pull/133519,malfet,Skylion007,janeyx99,,
a1a869f2f57,Uncategorized,Untopiced,[ts_converter][reland] Add support for LinearOpContext and Conv2dOpContext in quantization pass (#133622),aten/src/ATen/native/xnnpack/RegisterOpContextClass.cpp test/export/test_converter.py torch/_export/passes/replace_quantized_ops_with_standard_ops_pass.py,https://github.com/pytorch/pytorch/pull/133622,angelayi,SherlockNoMad,,,
8a5708ba3dd,dynamo,not user facing,[dynamo] Support object creation of classes with custom __new__ (#132977),test/dynamo/test_misc.py torch/_dynamo/polyfill.py torch/_dynamo/variables/lists.py torch/_dynamo/variables/misc.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/132977,anijain2305,jansel,,,
d9f17cf4e42,fx,Untopiced,[fx] Do not add Proxy on Tensor (#133470),torch/fx/experimental/proxy_tensor.py,https://github.com/pytorch/pytorch/pull/133470,yushangdi,zou3519,,,
fcc2fc1a70c,distributed,not user facing,[Flight Recorder] Add more basic analysis to the script (#133412),test/distributed/flight_recorder/test_fr_analysis.py tools/flight_recorder/fr_trace.py,https://github.com/pytorch/pytorch/pull/133412,fduwjj,atalman,c-p-i-o,,
8a2b064236c,dynamo,not user facing,[dynamo][user_defined][stable-diffusion] Raise ObservedAttributeError on UserDefinedObject var_getattr (#132806),test/dynamo/test_exceptions.py test/dynamo_expected_failures/PackedSequenceTest.test_pack_sequence torch/_dynamo/exc.py torch/_dynamo/symbolic_convert.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/132806,anijain2305,williamwen42,,,
8ea5b572a63,inductor,Untopiced,[PT2][Optimus] Add missing example value for the nodes introduced in group batch fusion (#133414),torch/_inductor/fx_passes/group_batch_fusion.py,https://github.com/pytorch/pytorch/pull/133414,mengluy0125,jackiexu1992,,,
3d45717219c,inductor,not user facing,[ROCm][CK][Inductor] enable dynamic shapes for CK backend to gemm max autotune (#133285),test/inductor/test_ck_backend.py torch/_inductor/codegen/rocm/ck_universal_gemm_template.py torch/_inductor/codegen/rocm/rocm_benchmark_request.py torch/_inductor/codegen/rocm/rocm_kernel.py torch/_inductor/codegen/rocm/rocm_template.py torch/_inductor/codegen/wrapper.py torch/_inductor/kernel/mm.py,https://github.com/pytorch/pytorch/pull/133285,tenpercent,ColinPeppler,,,
d12bbcd785f,inductor,not user facing,Add auto-tuning for sparse semi-structured MM operator (#123742),test/inductor/test_cutlass_backend.py torch/_inductor/codegen/cuda/cuda_template.py torch/_inductor/codegen/cuda/gemm_template.py torch/_inductor/kernel/mm.py,https://github.com/pytorch/pytorch/pull/123742,alexsamardzic,kadeng,,,
